"areaName","type","source","n_proxy","Day","Cases"
"Wakefield","Upper","Proxy",2,2020-05-01,755
"Wakefield","Lower","Proxy",2,2020-05-01,750
"York","Upper","Proxy",7,2020-04-15,222
"York","Lower","Proxy",7,2020-04-15,126
"York","Upper","Proxy",7,2020-04-16,224
"York","Lower","Proxy",7,2020-04-16,140
"York","Upper","Proxy",7,2020-04-17,227
"York","Lower","Proxy",7,2020-04-17,152
"York","Upper","Proxy",7,2020-04-18,232
"York","Lower","Proxy",7,2020-04-18,178
"York","Upper","Proxy",7,2020-04-19,240
"York","Lower","Proxy",7,2020-04-19,180
"York","Upper","Proxy",7,2020-04-20,246
"York","Lower","Proxy",7,2020-04-20,182
"York","Upper","Proxy",7,2020-04-21,257
"York","Lower","Proxy",7,2020-04-21,190
"York","Upper","Proxy",7,2020-04-22,262
"York","Lower","Proxy",7,2020-04-22,192
"York","Upper","Proxy",7,2020-04-23,284
"York","Lower","Proxy",7,2020-04-23,201
"York","Upper","Proxy",7,2020-04-24,299
"York","Lower","Proxy",7,2020-04-24,206
"York","Upper","Proxy",7,2020-04-25,316
"York","Lower","Proxy",7,2020-04-25,208
"York","Upper","Proxy",7,2020-04-26,334
"York","Lower","Proxy",7,2020-04-26,218
"York","Upper","Proxy",7,2020-04-27,358
"York","Lower","Proxy",7,2020-04-27,221
"York","Upper","Proxy",7,2020-04-28,379
"York","Lower","Proxy",7,2020-04-28,225
"York","Upper","Proxy",7,2020-04-29,403
"York","Lower","Proxy",7,2020-04-29,226
"York","Upper","Proxy",7,2020-04-30,417
"York","Lower","Proxy",7,2020-04-30,228
"York","Upper","Proxy",7,2020-05-01,428
"York","Lower","Proxy",7,2020-05-01,235
